iter	Logloss	AUC	Accuracy
501	0.4834604473	0.85408777	0.7677098312
502	0.4833935595	0.8541322947	0.7677571331
503	0.483322348	0.8541888595	0.7677760539
504	0.4832413065	0.8542439342	0.767804435
505	0.4831761555	0.8543014526	0.767903769
506	0.4831210932	0.8543345332	0.7679416105
507	0.4830678046	0.8543766737	0.7678611973
508	0.4829853958	0.8544348478	0.7680078332
509	0.4829283749	0.8544822931	0.7679699917
510	0.4828665129	0.8545348048	0.7681166276
511	0.4828147764	0.854577899	0.7681071672
512	0.4827527666	0.8546282053	0.7682206917
513	0.4826773792	0.8546894789	0.7683389465
514	0.4826132999	0.8547318578	0.7684051692
515	0.4825471881	0.8547787666	0.7683862484
516	0.4824773069	0.854824245	0.7685376145
517	0.4824079062	0.8548901081	0.7685896466
518	0.4823426074	0.8549352884	0.7686038371
519	0.4822774194	0.8549715877	0.7686842504
520	0.4822198072	0.8550184965	0.7687362824
521	0.4821748334	0.855050385	0.7687930447
522	0.4821087956	0.8551094532	0.768750473
523	0.4820550636	0.855145812	0.7686700598
524	0.4820039184	0.8551710248	0.7688592674
525	0.4819524776	0.8551952243	0.7688971089
526	0.4818881765	0.8552469015	0.7689160297
527	0.4818212517	0.8552996516	0.7688687278
528	0.4817563594	0.8553358316	0.7689207599
529	0.4816956061	0.8553860188	0.7689586014
530	0.4816364048	0.8554374576	0.7689917127
531	0.4815714386	0.8554849625	0.7691383486
532	0.4815042551	0.8555302918	0.7693180958
533	0.4814377368	0.8555653691	0.7692518732
534	0.4813939825	0.8555998802	0.7693039052
535	0.4813071392	0.8556514978	0.7694316204
536	0.4812466815	0.8557027578	0.7695924468
537	0.4811819	0.8557354808	0.769620828
538	0.4811215901	0.8557885885	0.7696775903
539	0.4810662691	0.8558287919	0.7696492091
540	0.4810042592	0.8558751345	0.7696870506
541	0.4809108749	0.8559470177	0.7698526073
542	0.4808495303	0.8559914231	0.7697674639
543	0.4807772101	0.8560409546	0.7698762582
544	0.4807054073	0.8560842574	0.7698147658
545	0.4806593988	0.8561216593	0.7699046394
546	0.4806048169	0.8561677933	0.7699188299
547	0.4805525631	0.8562085629	0.7699661318
548	0.4805065176	0.8562397361	0.7698999092
549	0.4804386689	0.8562850356	0.7698857186
550	0.4803763265	0.8563174605	0.7700228941
551	0.4803162753	0.8563649654	0.7700749262
552	0.4802613607	0.8564020395	0.7701222281
553	0.4801855668	0.8564539552	0.7702735942
554	0.4801274372	0.8564965725	0.7702546734
555	0.4800476892	0.8565427065	0.7702735942
556	0.4799856054	0.856577754	0.7702735942
557	0.4799249999	0.8566431999	0.7703350867
558	0.4798731895	0.8566817045	0.7703634678
559	0.4798031975	0.8567348719	0.7703823886
560	0.4797462504	0.8567740321	0.7703350867
561	0.4796833906	0.856821835	0.7703871187
562	0.4796214178	0.8568725586	0.7703871187
563	0.4795289943	0.8569412827	0.7704296905
564	0.4794606283	0.8569872379	0.7706236282
565	0.4793945534	0.8570328653	0.7706898509
566	0.4793368303	0.8570716977	0.7707608038
567	0.4792829505	0.8571248055	0.7708317566
568	0.4792174669	0.8571689725	0.770841217
569	0.4791687608	0.8572075367	0.7709783925
570	0.4791025011	0.8572527766	0.7710256944
571	0.4790408609	0.8572964668	0.7710115038
572	0.4789733448	0.8573487401	0.7710635359
573	0.4789159543	0.8573955297	0.7711628699
574	0.4788604854	0.8574317098	0.771191251
575	0.4788169159	0.8574773669	0.7712953152
576	0.4787650317	0.8575177789	0.771314236
577	0.4787100802	0.8575413227	0.7713378869
578	0.4786470725	0.8575856686	0.7714419511
579	0.4785933405	0.8576031327	0.7713993794
580	0.4785189879	0.8576467633	0.7714656021
581	0.4784416049	0.8576946259	0.7714939832
582	0.4783835862	0.8577295542	0.7715034436
583	0.4783265283	0.8577637672	0.7715554757
584	0.4782731289	0.8578131795	0.7715791266
585	0.4781945264	0.8578743339	0.7716406191
586	0.4781350664	0.8579204082	0.7717021116
587	0.4780732414	0.8579747677	0.771763604
588	0.4780266786	0.8580008745	0.7718156361
589	0.4779759029	0.8580363989	0.7718771286
590	0.4779227992	0.8580831885	0.7720001135
591	0.4778452314	0.8581527472	0.7720190343
592	0.4777913886	0.8581930995	0.7720001135
593	0.4777074647	0.8582470417	0.7720284947
594	0.4776273101	0.8583109975	0.7721089079
595	0.4775632678	0.8583464026	0.7721940513
596	0.4775051382	0.8583945036	0.7723454174
597	0.4774435348	0.8584368229	0.7723454174
598	0.4773746884	0.8584810495	0.7724211004
599	0.4773110156	0.8585219383	0.7723501476
600	0.4772566554	0.8585694432	0.7723406872
601	0.4772003735	0.8585947156	0.7723974495
602	0.4771321183	0.8586307764	0.7725157042
603	0.4770882902	0.8586719632	0.7725630061
604	0.4770345582	0.858713448	0.7725157042
605	0.4769822305	0.8587415218	0.7725913873
606	0.4769211814	0.8587896824	0.7726576099
607	0.4768741382	0.8588212132	0.7726528797
608	0.4768271689	0.8588633537	0.7726623401
609	0.476770924	0.858908534	0.7726907213
610	0.4767125357	0.8589480519	0.7727664043
611	0.4766583233	0.8589863181	0.7728042458
612	0.4766102823	0.8590194583	0.7728657383
613	0.4765562547	0.8590596318	0.7728941194
614	0.4764878147	0.8591166735	0.7730218346
615	0.4764471277	0.8591449261	0.7730738666
616	0.476390735	0.8591863513	0.7730975176
617	0.4763365226	0.8592287302	0.7731542799
618	0.4762738106	0.8592733145	0.7732441535
619	0.4762358952	0.8593025208	0.7732583441
620	0.4761493105	0.8593631983	0.7732914554
621	0.4760952459	0.8594029546	0.7732630742
622	0.4760230736	0.8594480753	0.7733292969
623	0.4759797997	0.8594816923	0.7733671384
624	0.4759373389	0.8595229387	0.7733907894
625	0.4758886327	0.8595570326	0.7733860592
626	0.4758288771	0.8596034646	0.7734712026
627	0.47578989	0.8596331477	0.7735137743
628	0.475736971	0.8596556485	0.7735989177
629	0.4756865279	0.8596844077	0.7736367593
630	0.4756437715	0.8597108722	0.7735658064
631	0.4755801726	0.8597486615	0.7735941875
632	0.4755254059	0.8597857356	0.7736225687
633	0.4754677197	0.8598231077	0.7737171725
634	0.4754198635	0.8598596454	0.7737029819
635	0.4753679053	0.8598901629	0.7737833951
636	0.4753111061	0.8599364758	0.7737644744
637	0.4752607	0.8599707186	0.7738496178
638	0.4751912253	0.8600224853	0.7738685386
639	0.4751248548	0.8600763083	0.7739442216
640	0.4750781442	0.8601156473	0.7740813971
641	0.4750208276	0.8601539135	0.7740813971
642	0.4749696455	0.8601994514	0.7742516839
643	0.4749201263	0.8602368832	0.7742564141
644	0.4748637705	0.8602779508	0.7742564141
645	0.4748170599	0.8603179455	0.774204382
646	0.474768132	0.8603532314	0.7742706047
647	0.474719278	0.8603933454	0.7742564141
648	0.4746603354	0.8604270816	0.7743699387
649	0.4746106684	0.8604699969	0.774426701
650	0.4745623318	0.8605061173	0.7744645425
651	0.4745065673	0.8605277538	0.7745402255
652	0.4744550156	0.8605701923	0.774526035
653	0.4744144764	0.8606020808	0.7745875274
654	0.4743617791	0.8606505394	0.7746206388
655	0.4742870569	0.8607016802	0.7745827972
656	0.4742349139	0.8607474566	0.7746490199
657	0.4741739019	0.8607863188	0.7747720048
658	0.4741171396	0.8608264327	0.7748098464
659	0.4740552776	0.8608787358	0.7748524181
660	0.4739843247	0.8609431088	0.7749139105
661	0.4739273038	0.8609691262	0.7749659426
662	0.4738643701	0.8610025644	0.7750321653
663	0.4737811853	0.8610621095	0.7751598804
664	0.4737380962	0.8610805869	0.7752639446
665	0.4736907204	0.8611111641	0.7752355635
666	0.4736464488	0.8611507416	0.775174071
667	0.4735896126	0.8611901999	0.7752213729
668	0.4735396499	0.8612267971	0.7752166427
669	0.4734932349	0.8612536192	0.7752166427
670	0.4734385421	0.8612989187	0.7753159767
671	0.4733866209	0.8613307476	0.7753396276
672	0.4733352909	0.8613716364	0.7754058503
673	0.4732849588	0.8614063859	0.7754862635
674	0.4732372504	0.8614330292	0.775472073
675	0.4731766079	0.8614647388	0.7754815333
676	0.4731337405	0.8615003228	0.775524105
677	0.4730774217	0.8615355492	0.7755619466
678	0.47301689	0.861569643	0.7755808673
679	0.4729636754	0.8616122007	0.775472073
680	0.4729140454	0.8616492152	0.775524105
681	0.472858946	0.8616720438	0.7755714069
682	0.4728186655	0.8617057204	0.7756187088
683	0.4727511864	0.8617537022	0.7756612806
684	0.4727027389	0.861792773	0.7756943919
685	0.4726604259	0.8618242741	0.7757748051
686	0.4726179281	0.8618579507	0.7757889957
687	0.4725727326	0.8618887663	0.775845758
688	0.472517855	0.8619228601	0.7758883297
689	0.4724700357	0.8619674444	0.7759261712
690	0.4724230295	0.8620044589	0.7759829335
691	0.4723736211	0.8620436788	0.7760302354
692	0.4723274648	0.8620790839	0.7760349656
693	0.4722819737	0.8621172309	0.7760160448
694	0.4722275765	0.8621553183	0.776096458
695	0.4721753966	0.8621794581	0.776096458
696	0.4721275774	0.8622151017	0.776096458
697	0.4720895141	0.862244606	0.7762430939
698	0.4720432469	0.8622839451	0.7762762053
699	0.4719877781	0.862321347	0.7762903958
700	0.4719336396	0.8623527288	0.7762998562
701	0.4718778012	0.8623872399	0.7762241732
702	0.4718354142	0.8624238968	0.7763660789
703	0.4717853407	0.8624644279	0.7763518883
704	0.4717312392	0.8624982834	0.7764228411
705	0.4716853785	0.8625253439	0.7763991902
706	0.4716303531	0.8625656962	0.7764323015
707	0.4715826817	0.8625969291	0.7764985242
708	0.4715288018	0.8626435995	0.7765316355
709	0.4714844563	0.8626735508	0.7766593506
710	0.4714260311	0.8627214432	0.7768059865
711	0.4713844202	0.8627607822	0.776843828
712	0.471329173	0.8627929091	0.7768532884
713	0.4712828689	0.8628219366	0.7767539544
714	0.4712315759	0.8628447056	0.7769147809
715	0.4711796547	0.8628872037	0.7769053205
716	0.4711319463	0.8629205227	0.7769384318
717	0.471075997	0.8629575968	0.7770235753
718	0.4710376381	0.8629870415	0.7769857337
719	0.4709883037	0.8630260229	0.7770283055
720	0.470939228	0.8630562425	0.7770519564
721	0.4708835744	0.863083303	0.7770803375
722	0.4708384528	0.8631090522	0.7770283055
723	0.4707830209	0.8631591797	0.7771323696
724	0.4707292519	0.8632004857	0.7771512904
725	0.4706747439	0.8632397056	0.777340498
726	0.4706242269	0.8632772565	0.7773925301
727	0.470567169	0.8633246422	0.7774445622
728	0.470515876	0.8633677959	0.7774918641
729	0.4704702371	0.8633955121	0.7774540226
730	0.4704206809	0.8634269238	0.7774918641
731	0.4703713835	0.8634690046	0.777515515
732	0.4703300682	0.8634958267	0.7774918641
733	0.4702767427	0.8635334373	0.7775202452
734	0.4702245998	0.8635616899	0.7775817377
735	0.4701765957	0.8635877371	0.7776290396
736	0.4701306981	0.8636222482	0.7777283736
737	0.4700879047	0.8636585474	0.7776195792
738	0.4700362791	0.8636946678	0.7777331038
739	0.4700007287	0.8637173176	0.7778324378
740	0.4699514683	0.8637491465	0.7777804057
741	0.4698902714	0.8637952805	0.7777189132
742	0.4698392001	0.863827467	0.7778087868
743	0.4697937829	0.8638477325	0.7777709453
744	0.4697524677	0.863881886	0.7778040566
745	0.4697003247	0.863907516	0.7779175812
746	0.4696324761	0.8639615178	0.7778418981
747	0.4695838438	0.8639928699	0.7778939302
748	0.4695367267	0.8640323281	0.7778655491
749	0.4695017676	0.8640541434	0.777988534
750	0.4694580503	0.8640851378	0.7779932642
751	0.4694205783	0.8641175628	0.778087868
752	0.4693709483	0.8641485572	0.7780784076
753	0.4693253463	0.864174962	0.7780736774
754	0.4692830333	0.8642021418	0.7782345039
755	0.4692321098	0.864243567	0.7783101869
756	0.4691878013	0.8642679453	0.7782770756
757	0.4691237589	0.8643202186	0.7782818058
758	0.4690616382	0.8643711209	0.7782818058
759	0.4690135972	0.864402473	0.7783811398
760	0.4689707299	0.8644361794	0.7784284417
761	0.4689218759	0.864482224	0.7784804738
762	0.4688778999	0.8645059466	0.7784379021
763	0.4688392823	0.8645275831	0.7784710134
764	0.4687930152	0.8645585775	0.7785230455
765	0.4687438655	0.864602387	0.7785183153
766	0.4687036959	0.8646410108	0.7784946643
767	0.4686672586	0.8646751046	0.7785230455
768	0.4686227653	0.8646976948	0.7785277757
769	0.468579048	0.8647258282	0.7784946643
770	0.4685255007	0.8647542596	0.7786413002
771	0.4684798249	0.8647970557	0.7786460304
772	0.4684494851	0.8648150563	0.7786696814
773	0.4684042527	0.8648539186	0.7787217135
774	0.468363307	0.8648813367	0.7788163173
775	0.468325835	0.8649092913	0.7788399682
776	0.468276131	0.8649491072	0.7789771437
777	0.4682381787	0.8649733067	0.7789771437
778	0.4681797165	0.8650167584	0.7789629532
779	0.4681218086	0.8650565743	0.7789960645
780	0.4680768348	0.8650865555	0.778958223
781	0.4680354087	0.8651143312	0.7788967305
782	0.4679924305	0.8651492	0.7788967305
783	0.4679497479	0.8651807308	0.7789534928
784	0.4678800885	0.8652226329	0.7790859381
785	0.467834893	0.8652450442	0.7790670173
786	0.4677909909	0.8652754426	0.7791048589
787	0.4677557362	0.8653081059	0.779057557
788	0.4677053302	0.8653453588	0.7791474306
789	0.4676661952	0.8653756976	0.7791568909
790	0.4676125371	0.8654162586	0.7792231136
791	0.4675724783	0.865444839	0.7793129872
792	0.4675268024	0.8654820025	0.7793224476
793	0.4674804983	0.8655196428	0.7793886702
794	0.4674260272	0.8655509949	0.7793555589
795	0.4673799448	0.8655953407	0.7795447665
796	0.4673391469	0.8656232953	0.7795967986
797	0.4672999011	0.8656592965	0.779582608
798	0.4672616162	0.8656907678	0.7796914024
799	0.4672209291	0.8657101989	0.7796157194
800	0.4671765836	0.8657386303	0.7795305759
801	0.4671194518	0.8657788634	0.7795447665
802	0.4670761779	0.8658132553	0.779582608
803	0.4670176049	0.8658598661	0.7796346401
804	0.4669777309	0.865891695	0.7796772118
805	0.4669385959	0.8659211993	0.7797339741
806	0.4669102148	0.8659492731	0.7798143873
807	0.4668705625	0.8659774065	0.7798711496
808	0.4668235193	0.866014123	0.7799089911
809	0.4667810954	0.866045475	0.7799515629
810	0.4667358999	0.8660778403	0.7800367063
811	0.4666893001	0.8661158681	0.7800130553
812	0.4666329813	0.8661569357	0.7801265799
813	0.4665934029	0.866186142	0.7800650874
814	0.4665486509	0.8662182093	0.7801975327
815	0.4665074835	0.8662567139	0.7801360403
816	0.4664746678	0.866287291	0.7801407705
817	0.466427218	0.866318047	0.7801596912
818	0.4663773663	0.8663575053	0.780178612
819	0.4663436267	0.8663915396	0.7802590252
820	0.4662985791	0.8664211631	0.7803583592
821	0.4662587789	0.8664467335	0.7804009309
822	0.4662042339	0.8664879799	0.7805428366
823	0.4661613666	0.8665159345	0.7805617574
824	0.4661137321	0.866548121	0.7805097253
825	0.4660770362	0.866576314	0.7806090593
826	0.4660389729	0.8666042686	0.7806327102
827	0.4660027944	0.8666297793	0.7807131234
828	0.4659509101	0.8666709065	0.7807982669
829	0.4659072297	0.8666959405	0.7808219178
830	0.4658764466	0.866720438	0.7808644895
831	0.4658196473	0.8667539358	0.7809070612
832	0.4657884946	0.8667713404	0.7809165216
833	0.4657435947	0.8668048382	0.7808219178
834	0.4657013187	0.8668344617	0.7807935367
835	0.4656587839	0.8668699265	0.7808313782
836	0.4656162491	0.8669009805	0.7809685537
837	0.4655712384	0.8669383526	0.7809685537
838	0.4655329165	0.8669698834	0.7810773481
839	0.465493449	0.8669910431	0.781001665
840	0.4654479948	0.8670268059	0.7810678877
841	0.4654026515	0.8670683503	0.7810773481
842	0.4653673229	0.8670961261	0.7810962688
843	0.4653276706	0.8671245575	0.7810584273
844	0.4652845446	0.8671592474	0.7811388405
845	0.4652313299	0.8671979606	0.7811719519
846	0.4651913451	0.8672270775	0.7811341103
847	0.4651559056	0.8672485352	0.7811719519
848	0.4651207617	0.8672788143	0.7812381745
849	0.4650872809	0.8673072457	0.7813043972
850	0.4650572737	0.8673319817	0.7813375085
851	0.4650177693	0.8673600554	0.78137535
852	0.4649767866	0.8673767447	0.7813895406
853	0.4649359517	0.8674096167	0.7814652236
854	0.4649018426	0.8674387336	0.7814463029
855	0.4648608969	0.8674693704	0.7814226519
856	0.4648164775	0.867507875	0.7815929388
857	0.464780262	0.8675431013	0.7816591614
858	0.464736249	0.8675711155	0.7816686218
859	0.4646951925	0.8676025271	0.7816591614
860	0.4646587922	0.8676330447	0.781673352
861	0.464611749	0.8676595688	0.7817206539
862	0.4645747204	0.8676874042	0.7817632256
863	0.4645355486	0.8677127957	0.7818530992
864	0.4644975223	0.8677406907	0.7818152577
865	0.464462748	0.8677611947	0.7818199879
866	0.46442365	0.8677914143	0.7818389087
867	0.4643844781	0.8678275347	0.7819808143
868	0.4643366219	0.8678634763	0.7819382426
869	0.4642692536	0.8679063916	0.7820186559
870	0.4642264233	0.8679414392	0.782047037
871	0.4641850341	0.8679761291	0.7820848785
872	0.464135441	0.8680153787	0.7820233861
873	0.4640772005	0.8680599928	0.782146371
874	0.4640380287	0.8680881262	0.7822125937
875	0.4640093888	0.8681129813	0.7821842125
876	0.4639720277	0.8681465387	0.7821984031
877	0.4639426119	0.868170023	0.7822835465
878	0.4639111635	0.8681961894	0.7823071975
879	0.463873322	0.8682197928	0.7822740861
880	0.4638375499	0.8682510853	0.7823355786
881	0.4637939065	0.8682895899	0.7823024673
882	0.4637600191	0.8683142066	0.782420722
883	0.463721882	0.8683462739	0.7824254522
884	0.4636716607	0.8683783114	0.7825011352
885	0.4636271304	0.8684116602	0.7826619617
886	0.4635806045	0.8684338331	0.7827281844
887	0.4635318614	0.8684767485	0.7827092636
888	0.4634964958	0.8685016036	0.7828038674
889	0.463460502	0.8685259223	0.7828038674
890	0.4634218106	0.8685548902	0.7828464391
891	0.4633708501	0.8685901761	0.7830025354
892	0.4633298305	0.8686240315	0.7829363127
893	0.4632880349	0.8686445951	0.7830403769
894	0.4632469783	0.8686732054	0.783092409
895	0.4631979395	0.8687041998	0.7830734882
896	0.4631494181	0.8687484264	0.783068758
897	0.4631117244	0.8687798977	0.7831397109
898	0.4630603575	0.8688188195	0.7831113298
899	0.4630254354	0.8688472509	0.7831397109
900	0.462990735	0.8688710928	0.7831444411
901	0.4629618735	0.8688868284	0.7831160599
902	0.4629214451	0.8689188063	0.7831633618
903	0.4628787626	0.8689463735	0.7831728222
904	0.4628354887	0.8689738512	0.783168092
905	0.4627964647	0.8690049648	0.783168092
906	0.4627461694	0.869028151	0.7832295845
907	0.4627136863	0.8690596223	0.7833099977
908	0.4626687495	0.869084239	0.7833525694
909	0.4626305385	0.8691061139	0.7833383789
910	0.4625928817	0.8691305518	0.7833336487
911	0.4625528599	0.8691611886	0.7833998713
912	0.4625100664	0.8691938519	0.7834187921
913	0.4624517521	0.8692367673	0.7833572996
914	0.462415204	0.8692590594	0.7834802846
915	0.462389927	0.8692743778	0.7834519034
916	0.4623595134	0.8692948222	0.7834140619
917	0.4623139114	0.8693369031	0.7835748884
918	0.4622740004	0.8693697453	0.7836079997
919	0.4622266615	0.8694064617	0.7836221903
920	0.4621867875	0.869438231	0.7835796186
921	0.4621495373	0.8694669008	0.7836127299
922	0.4620911859	0.869505167	0.7836694922
923	0.4620489099	0.8695412278	0.7837546356
924	0.4619997233	0.8695812821	0.7837499054
925	0.4619608101	0.8696129322	0.7839012715
926	0.4619316159	0.8696375489	0.783939113
927	0.4618969525	0.8696660995	0.7839012715
928	0.4618572633	0.8696974516	0.7839060017
929	0.4618128069	0.8697295785	0.7839343828
930	0.4617750023	0.8697599769	0.7840810187
931	0.4617403758	0.8697863221	0.7840100658
932	0.4617078927	0.8698108196	0.7840242564
933	0.4616615147	0.8698488474	0.7841093998
934	0.4616194604	0.8698790073	0.7841661621
935	0.4615655436	0.8699163198	0.7841992734
936	0.4615214567	0.8699479103	0.7841756225
937	0.461477259	0.869982481	0.784213464
938	0.461434096	0.8700080514	0.7842702263
939	0.4613911548	0.8700416684	0.784237115
940	0.4613497656	0.8700693846	0.784237115
941	0.4613139936	0.8700954318	0.7842986074
942	0.4612692785	0.8701255322	0.784312798
943	0.461233063	0.8701485991	0.7843600999
944	0.4611889392	0.8701783419	0.7843742905
945	0.4611430415	0.8702073097	0.7843695603
946	0.4610997307	0.8702306151	0.7844310528
947	0.4610522071	0.870264709	0.784511466
948	0.4610118527	0.8702989817	0.784511466
949	0.4609681723	0.870336771	0.7845303867
950	0.4609291852	0.8703665137	0.7846675622
951	0.4608811812	0.870395124	0.7846959434
952	0.4608433027	0.8704164028	0.7847527057
953	0.4607975898	0.8704571128	0.7848047378
954	0.4607634068	0.8704852462	0.7848473095
955	0.4607249001	0.8705191016	0.7848000076
956	0.4606894976	0.870549798	0.7848141981
957	0.4606543907	0.8705733418	0.7848567698
958	0.4606220924	0.8706055284	0.7849229925
959	0.4605896463	0.8706309199	0.784960834
960	0.4605487745	0.8706579804	0.7850270567
961	0.4604974815	0.8706951141	0.7851263907
962	0.4604455972	0.8707321882	0.7850507076
963	0.4604173639	0.8707575202	0.7850790888
964	0.4603793006	0.8707863092	0.785060168
965	0.4603459306	0.8708174825	0.7850648982
966	0.4603088651	0.8708418012	0.785083819
967	0.4602677716	0.8708667755	0.7850885492
968	0.4602269368	0.8708931804	0.7851878831
969	0.4601889844	0.870921433	0.7852115341
970	0.4601493321	0.8709568381	0.7852304549
971	0.4601108623	0.8709879518	0.7852966775
972	0.4600667385	0.8710283041	0.7853392492
973	0.460028084	0.8710609078	0.7854953455
974	0.4599888382	0.8710837364	0.7853818209
975	0.4599413146	0.871111989	0.7854149323
976	0.4599122313	0.8711376786	0.7854291228
977	0.4598744637	0.8711649776	0.7856656323
978	0.4598371396	0.8711978197	0.7856041399
979	0.4598027348	0.8712280393	0.7856041399
980	0.4597621217	0.8712596297	0.7856609021
981	0.4597354035	0.8712802529	0.785656172
982	0.4596890255	0.8713180423	0.7857744267
983	0.4596490776	0.8713422418	0.7858784909
984	0.4596187378	0.8713663816	0.7859447135
985	0.4595841114	0.8713870049	0.785906872
986	0.4595440526	0.8714149594	0.7859541739
987	0.4595115695	0.8714402914	0.7859494437
988	0.4594701433	0.871471107	0.7860771589
989	0.4594315997	0.8715068698	0.7860487777
990	0.4593869585	0.871543169	0.7861339211
991	0.45934993	0.8715656996	0.7860629683
992	0.4593167817	0.8715850115	0.7860629683
993	0.4592761686	0.8716150522	0.7861386513
994	0.459240027	0.871645987	0.7861859532
995	0.4592071374	0.8716689944	0.7862332551
996	0.4591790149	0.8716959953	0.7863420495
997	0.4591466427	0.871715486	0.7863751608
998	0.4591099098	0.8717316389	0.7863420495
999	0.4590767246	0.8717594743	0.7863420495
